timestamp,scenario,user_personality,condition,bot_llm,user_llm,repetition,filename,emotional_charge,syntactic_complexity,dialectic_density,total_words,avg_processing_time_s,z_emotional_charge,z_syntactic_complexity,z_dialectic_density,ICCA
20250710,convergente,conciliador,bot,deepseek,deepseek,1,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-1.csv,0.4177,8.8996,18.8375,1858,11.4641,-0.5775,-1.5476,-0.6465,-0.9239
20250710,convergente,conciliador,bot,deepseek,deepseek,10,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-10.csv,0.6757,6.5621,16.4835,2002,10.3258,0.9157,-1.7036,-0.7171,-0.5017
20250710,convergente,conciliador,bot,deepseek,deepseek,2,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-2.csv,0.5541,9.5414,27.3733,1717,10.1399,0.2119,-1.5048,-0.3904,-0.5611
20250710,convergente,conciliador,bot,deepseek,deepseek,3,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-3.csv,0.4483,12.4282,24.4898,1715,9.9818,-0.4004,-1.3122,-0.4769,-0.7299
20250710,convergente,conciliador,bot,deepseek,deepseek,4,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-4.csv,0.7703,6.5154,16.4803,1699,9.5425,1.4633,-1.7067,-0.7172,-0.3202
20250710,convergente,conciliador,bot,deepseek,deepseek,5,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-5.csv,0.4667,4.8477,19.0736,1835,10.1589,-0.2939,-1.8180,-0.6394,-0.9171
20250710,convergente,conciliador,bot,deepseek,deepseek,6,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-6.csv,0.4337,5.7988,22.2102,1846,9.9492,-0.4849,-1.7545,-0.5453,-0.9282
20250710,convergente,conciliador,bot,deepseek,deepseek,7,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-7.csv,0.4324,6.1223,17.1821,2037,10.2763,-0.4924,-1.7329,-0.6962,-0.9738
20250710,convergente,conciliador,bot,deepseek,deepseek,8,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-8.csv,0.5479,3.1851,19.8456,1814,9.9725,0.1761,-1.9289,-0.6163,-0.7897
20250710,convergente,conciliador,bot,deepseek,deepseek,9,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-deepseek_user-deepseek_rep-9.csv,0.4868,5.9690,24.7553,1737,10.3417,-0.1776,-1.7431,-0.4690,-0.7966
20250710,convergente,conciliador,bot,gemini,gemini,1,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-1.csv,0.3276,24.0029,22.9120,1353,3.1810,-1.0990,-0.5400,-0.5243,-0.7211
20250710,convergente,conciliador,bot,gemini,gemini,10,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-10.csv,0.3947,26.4897,16.9492,1356,3.0305,-0.7106,-0.3741,-0.7031,-0.5960
20250710,convergente,conciliador,bot,gemini,gemini,2,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-2.csv,0.3924,23.7152,19.4805,924,3.0194,-0.7240,-0.5592,-0.6272,-0.6368
20250710,convergente,conciliador,bot,gemini,gemini,3,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-3.csv,0.3933,22.9084,23.2089,991,2.9777,-0.7187,-0.6130,-0.5154,-0.6157
20250710,convergente,conciliador,bot,gemini,gemini,4,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-4.csv,0.4333,24.4813,16.3776,1038,3.0309,-0.4872,-0.5081,-0.7203,-0.5719
20250710,convergente,conciliador,bot,gemini,gemini,5,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-5.csv,0.4066,27.7752,18.0276,943,3.0228,-0.6418,-0.2883,-0.6708,-0.5336
20250710,convergente,conciliador,bot,gemini,gemini,6,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-6.csv,0.4535,21.8292,19.5349,1075,3.0752,-0.3703,-0.6850,-0.6256,-0.5603
20250710,convergente,conciliador,bot,gemini,gemini,7,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-7.csv,0.3362,27.1146,24.3446,1602,3.0340,-1.0492,-0.3324,-0.4813,-0.6210
20250710,convergente,conciliador,bot,gemini,gemini,8,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-8.csv,0.4661,23.4646,22.7088,1232,3.0601,-0.2974,-0.5759,-0.5304,-0.4679
20250710,convergente,conciliador,bot,gemini,gemini,9,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-9.csv,0.3617,27.9600,20.6093,1116,3.0058,-0.9016,-0.2760,-0.5933,-0.5903
20250710,convergente,conciliador,ctrl,na,chatgpt,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-1.csv,0.7846,15.0071,15.0801,1061,0.0000,1.5460,-1.1402,-0.7592,-0.1178
20250710,convergente,conciliador,ctrl,na,chatgpt,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-10.csv,0.6237,25.6799,0.0000,1123,0.0000,0.6148,-0.4281,-1.2116,-0.3417
20250710,convergente,conciliador,ctrl,na,chatgpt,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-2.csv,0.9889,23.3962,0.8628,1159,0.0000,2.7285,-0.5805,-1.1857,0.3208
20250710,convergente,conciliador,ctrl,na,chatgpt,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-3.csv,0.7757,29.3758,2.5554,1174,0.0000,1.4945,-0.1815,-1.1350,0.0593
20250710,convergente,conciliador,ctrl,na,chatgpt,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-4.csv,0.6444,25.8051,0.8764,1141,0.0000,0.7346,-0.4198,-1.1853,-0.2902
20250710,convergente,conciliador,ctrl,na,chatgpt,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-5.csv,0.6667,27.4747,0.8703,1149,0.0000,0.8636,-0.3084,-1.1855,-0.2101
20250710,convergente,conciliador,ctrl,na,chatgpt,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-6.csv,0.7273,21.8286,1.8399,1087,0.0000,1.2144,-0.6850,-1.1564,-0.2090
20250710,convergente,conciliador,ctrl,na,chatgpt,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-7.csv,0.6333,27.0591,0.8985,1113,0.0000,0.6703,-0.3361,-1.1847,-0.2835
20250710,convergente,conciliador,ctrl,na,chatgpt,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-8.csv,0.6322,23.6726,2.6978,1112,0.0000,0.6640,-0.5620,-1.1307,-0.3429
20250710,convergente,conciliador,ctrl,na,chatgpt,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-9.csv,0.8523,24.2569,7.0671,1132,0.0000,1.9379,-0.5230,-0.9996,0.1384
20250710,convergente,conciliador,ctrl,na,deepseek,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-1.csv,0.3043,13.6244,4.4944,890,0.0000,-1.2339,-1.2324,-1.0768,-1.1810
20250710,convergente,conciliador,ctrl,na,deepseek,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-10.csv,0.9600,14.0708,1.1723,853,0.0000,2.5612,-1.2026,-1.1765,0.0607
20250710,convergente,conciliador,ctrl,na,deepseek,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-2.csv,0.9444,13.0759,1.1312,884,0.0000,2.4709,-1.2690,-1.1777,0.0081
20250710,convergente,conciliador,ctrl,na,deepseek,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-3.csv,0.4694,14.4791,2.2075,906,0.0000,-0.2783,-1.1754,-1.1454,-0.8664
20250710,convergente,conciliador,ctrl,na,deepseek,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-4.csv,0.4800,12.0626,9.6360,934,0.0000,-0.2169,-1.3366,-0.9225,-0.8254
20250710,convergente,conciliador,ctrl,na,deepseek,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-5.csv,0.7755,15.5936,4.5662,876,0.0000,1.4934,-1.1010,-1.0746,-0.2274
20250710,convergente,conciliador,ctrl,na,deepseek,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-6.csv,0.4681,17.2243,0.9891,1011,0.0000,-0.2858,-0.9922,-1.1820,-0.8200
20250710,convergente,conciliador,ctrl,na,deepseek,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-7.csv,0.9492,18.8328,1.1025,907,0.0000,2.4987,-0.8849,-1.1786,0.1451
20250710,convergente,conciliador,ctrl,na,deepseek,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-8.csv,0.1250,12.6486,3.1579,950,0.0000,-2.2716,-1.2975,-1.1169,-1.5620
20250710,convergente,conciliador,ctrl,na,deepseek,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-9.csv,0.9608,10.0960,1.0941,914,0.0000,2.5658,-1.4678,-1.1788,-0.0269
20250710,convergente,conciliador,ctrl,na,gemini,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-1.csv,0.4667,23.5427,0.0000,624,0.0000,-0.2939,-0.5707,-1.2116,-0.6921
20250710,convergente,conciliador,ctrl,na,gemini,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-10.csv,0.4603,24.1604,1.6287,614,0.0000,-0.3310,-0.5295,-1.1628,-0.6744
20250710,convergente,conciliador,ctrl,na,gemini,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-2.csv,0.5152,29.4064,0.0000,653,0.0000,-0.0132,-0.1795,-1.2116,-0.4681
20250710,convergente,conciliador,ctrl,na,gemini,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-3.csv,0.4828,19.3959,4.6729,642,0.0000,-0.2007,-0.8474,-1.0714,-0.7065
20250710,convergente,conciliador,ctrl,na,gemini,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-4.csv,0.3276,20.7967,0.0000,618,0.0000,-1.0990,-0.7539,-1.2116,-1.0215
20250710,convergente,conciliador,ctrl,na,gemini,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-5.csv,0.5556,28.1422,1.6103,621,0.0000,0.2206,-0.2638,-1.1633,-0.4022
20250710,convergente,conciliador,ctrl,na,gemini,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-6.csv,0.5139,19.6233,0.0000,632,0.0000,-0.0207,-0.8322,-1.2116,-0.6882
20250710,convergente,conciliador,ctrl,na,gemini,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-7.csv,0.3836,32.7364,0.0000,686,0.0000,-0.7749,0.0427,-1.2116,-0.6479
20250710,convergente,conciliador,ctrl,na,gemini,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-8.csv,0.3019,23.7146,1.6234,616,0.0000,-1.2477,-0.5592,-1.1629,-0.9900
20250710,convergente,conciliador,ctrl,na,gemini,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-9.csv,0.4314,19.8107,1.7241,580,0.0000,-0.4982,-0.8197,-1.1599,-0.8259
20250710,divergente,esceptico,bot,chatgpt,chatgpt,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-1.csv,0.4167,47.8318,73.5294,816,1.8091,-0.5833,1.0498,0.9943,0.4869
20250710,divergente,esceptico,bot,chatgpt,chatgpt,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-10.csv,0.3818,50.4721,72.7513,756,1.6602,-0.7853,1.2259,0.9709,0.4705
20250710,divergente,esceptico,bot,chatgpt,chatgpt,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-2.csv,0.4259,45.3522,69.5187,748,2.1746,-0.5301,0.8844,0.8740,0.4094
20250710,divergente,esceptico,bot,chatgpt,chatgpt,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-3.csv,0.4630,45.8221,73.5695,734,0.0000,-0.3153,0.9157,0.9955,0.5320
20250710,divergente,esceptico,bot,chatgpt,chatgpt,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-4.csv,0.4444,46.7037,73.0412,753,1.8676,-0.4230,0.9745,0.9796,0.5104
20250710,divergente,esceptico,bot,chatgpt,chatgpt,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-5.csv,0.5254,46.5227,73.4394,817,2.0294,0.0458,0.9625,0.9916,0.6666
20250710,divergente,esceptico,bot,chatgpt,chatgpt,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-6.csv,0.4561,47.7849,70.9838,803,2.1276,-0.3553,1.0467,0.9179,0.5364
20250710,divergente,esceptico,bot,chatgpt,chatgpt,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-7.csv,0.4127,46.0011,71.5884,894,2.1303,-0.6065,0.9277,0.9360,0.4191
20250710,divergente,esceptico,bot,chatgpt,chatgpt,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-8.csv,0.5333,45.9592,68.6845,859,2.5233,0.0915,0.9249,0.8489,0.6218
20250710,divergente,esceptico,bot,chatgpt,chatgpt,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-9.csv,0.3750,46.3478,77.7626,733,1.7391,-0.8247,0.9508,1.1213,0.4158
20250710,divergente,esceptico,bot,deepseek,deepseek,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-1.csv,0.3492,28.9440,49.3827,1296,12.2829,-0.9740,-0.2103,0.2699,-0.3048
20250710,divergente,esceptico,bot,deepseek,deepseek,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-10.csv,0.4658,23.5795,44.6756,1634,11.9949,-0.2991,-0.5682,0.1287,-0.2462
20250710,divergente,esceptico,bot,deepseek,deepseek,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-2.csv,0.4921,28.2321,50.6879,1381,11.5106,-0.1469,-0.2578,0.3090,-0.0319
20250710,divergente,esceptico,bot,deepseek,deepseek,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-3.csv,0.5161,29.8725,50.0808,1238,12.5279,-0.0080,-0.1484,0.2908,0.0448
20250710,divergente,esceptico,bot,deepseek,deepseek,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-4.csv,0.5238,27.6321,48.0841,1331,12.9908,0.0366,-0.2979,0.2309,-0.0101
20250710,divergente,esceptico,bot,deepseek,deepseek,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-5.csv,0.3971,24.4448,45.9082,1502,13.8319,-0.6967,-0.5105,0.1656,-0.3472
20250710,divergente,esceptico,bot,deepseek,deepseek,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-6.csv,0.4478,26.0956,47.9124,1461,13.2052,-0.4033,-0.4004,0.2258,-0.1926
20250710,divergente,esceptico,bot,deepseek,deepseek,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-7.csv,0.5652,29.4230,43.2060,1597,13.2667,0.2762,-0.1784,0.0846,0.0608
20250710,divergente,esceptico,bot,deepseek,deepseek,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-8.csv,0.4638,30.4288,46.0000,1500,11.9191,-0.3107,-0.1113,0.1684,-0.0845
20250710,divergente,esceptico,bot,deepseek,deepseek,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-9.csv,0.3433,22.0357,45.0980,1530,11.7126,-1.0081,-0.6712,0.1413,-0.5127
20250710,divergente,esceptico,bot,gemini,gemini,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-1.csv,0.3182,39.0836,72.9927,1096,2.9927,-1.1534,0.4661,0.9782,0.0970
20250710,divergente,esceptico,bot,gemini,gemini,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-10.csv,0.2824,35.9062,69.9364,1100,3.0242,-1.3606,0.2542,0.8865,-0.0733
20250710,divergente,esceptico,bot,gemini,gemini,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-2.csv,0.4375,39.9995,70.9812,957,2.9765,-0.4629,0.5273,0.9178,0.3274
20250710,divergente,esceptico,bot,gemini,gemini,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-3.csv,0.3086,39.1950,71.4286,1036,2.9921,-1.2090,0.4736,0.9313,0.0653
20250710,divergente,esceptico,bot,gemini,gemini,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-4.csv,0.3333,38.7316,70.6861,961,2.9520,-1.0660,0.4427,0.9090,0.0952
20250710,divergente,esceptico,bot,gemini,gemini,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-5.csv,0.2687,44.7157,72.6846,853,3.0049,-1.4399,0.8419,0.9689,0.1236
20250710,divergente,esceptico,bot,gemini,gemini,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-6.csv,0.3372,38.8730,69.0909,1100,3.0222,-1.0434,0.4521,0.8611,0.0899
20250710,divergente,esceptico,bot,gemini,gemini,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-7.csv,0.3514,39.7404,72.8205,975,3.0338,-0.9613,0.5100,0.9730,0.1739
20250710,divergente,esceptico,bot,gemini,gemini,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-8.csv,0.3857,39.9282,75.3828,849,3.1354,-0.7627,0.5225,1.0499,0.2699
20250710,divergente,esceptico,bot,gemini,gemini,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-9.csv,0.2625,44.1537,75.3769,995,2.9843,-1.4758,0.8044,1.0497,0.1261
20250710,divergente,esceptico,ctrl,na,chatgpt,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-1.csv,0.4545,47.2110,75.1366,732,0.0000,-0.3645,1.0084,1.0425,0.5621
20250710,divergente,esceptico,ctrl,na,chatgpt,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-10.csv,0.3596,53.0316,90.5392,983,0.0000,-0.9138,1.3967,1.5046,0.6625
20250710,divergente,esceptico,ctrl,na,chatgpt,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-2.csv,0.4717,45.2509,72.7023,729,0.0000,-0.2650,0.8776,0.9695,0.5274
20250710,divergente,esceptico,ctrl,na,chatgpt,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-3.csv,0.6154,47.0703,71.3306,729,0.0000,0.5667,0.9990,0.9283,0.8313
20250710,divergente,esceptico,ctrl,na,chatgpt,4,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-4.csv,0.4808,44.3803,73.1707,697,0.0000,-0.2123,0.8195,0.9835,0.5302
20250710,divergente,esceptico,ctrl,na,chatgpt,5,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-5.csv,0.5800,44.1961,69.3069,707,0.0000,0.3618,0.8072,0.8676,0.6789
20250710,divergente,esceptico,ctrl,na,chatgpt,6,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-6.csv,0.5192,45.8185,77.1513,674,0.0000,0.0099,0.9155,1.1029,0.6761
20250710,divergente,esceptico,ctrl,na,chatgpt,7,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-7.csv,0.4423,46.2246,69.5187,748,0.0000,-0.4351,0.9426,0.8740,0.4605
20250710,divergente,esceptico,ctrl,na,chatgpt,8,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-8.csv,0.5294,47.8347,75.0708,706,0.0000,0.0690,1.0500,1.0405,0.7198
20250710,divergente,esceptico,ctrl,na,chatgpt,9,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-9.csv,0.4615,45.6505,74.6479,710,0.0000,-0.3240,0.9043,1.0278,0.5360
20250710,divergente,esceptico,ctrl,na,deepseek,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-1.csv,0.5111,45.7576,68.5976,656,0.0000,-0.0369,0.9114,0.8463,0.5736
20250710,divergente,esceptico,ctrl,na,deepseek,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-10.csv,0.5111,46.4933,69.9844,643,0.0000,-0.0369,0.9605,0.8879,0.6038
20250710,divergente,esceptico,ctrl,na,deepseek,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-2.csv,0.6667,46.3246,68.5976,656,0.0000,0.8636,0.9492,0.8463,0.8864
20250710,divergente,esceptico,ctrl,na,deepseek,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-3.csv,0.4889,50.1316,74.0132,608,0.0000,-0.1654,1.2032,1.0088,0.6822
20250710,divergente,esceptico,ctrl,na,deepseek,4,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-4.csv,0.5778,50.3369,72.5806,620,0.0000,0.3491,1.2169,0.9658,0.8439
20250710,divergente,esceptico,ctrl,na,deepseek,5,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-5.csv,0.5333,44.6141,70.5521,652,0.0000,0.0915,0.8351,0.9050,0.6105
20250710,divergente,esceptico,ctrl,na,deepseek,6,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-6.csv,0.5778,49.3176,69.8758,644,0.0000,0.3491,1.1489,0.8847,0.7942
20250710,divergente,esceptico,ctrl,na,deepseek,7,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-7.csv,0.6667,48.9659,69.6594,646,0.0000,0.8636,1.1255,0.8782,0.9558
20250710,divergente,esceptico,ctrl,na,deepseek,8,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-8.csv,0.3333,47.0364,64.8415,694,0.0000,-1.0660,0.9967,0.7336,0.2215
20250710,divergente,esceptico,ctrl,na,deepseek,9,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-9.csv,0.6889,48.9468,69.0184,652,0.0000,0.9921,1.1242,0.8589,0.9918
20250710,divergente,esceptico,ctrl,na,gemini,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-1.csv,0.4444,55.6358,87.0406,517,0.0000,-0.4230,1.5705,1.3996,0.8490
20250710,divergente,esceptico,ctrl,na,gemini,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-10.csv,0.3333,57.6458,99.1379,464,0.0000,-1.0660,1.7046,1.7625,0.8004
20250710,divergente,esceptico,ctrl,na,gemini,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-2.csv,0.5111,59.0497,89.6414,502,0.0000,-0.0369,1.7982,1.4776,1.0796
20250710,divergente,esceptico,ctrl,na,gemini,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-3.csv,0.2667,60.8296,96.7742,465,0.0000,-1.4515,1.9170,1.6916,0.7190
