timestamp,scenario,user_personality,condition,bot_llm,user_llm,repetition,filename,emotional_charge,syntactic_complexity,dialectic_density,total_words,avg_processing_time_s
20250710,convergente,conciliador,bot,gemini,gemini,5,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-5.csv,0.4066,27.7752,18.0276,943,3.0228
20250710,convergente,conciliador,bot,gemini,gemini,6,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-6.csv,0.4535,21.8292,19.5349,1075,3.0752
20250710,convergente,conciliador,bot,gemini,gemini,7,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-7.csv,0.3362,27.1146,24.3446,1602,3.0340
20250710,convergente,conciliador,bot,gemini,gemini,8,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-8.csv,0.4661,23.4646,22.7088,1232,3.0601
20250710,convergente,conciliador,bot,gemini,gemini,9,conversation_20250710_convergente_pers-conciliador_cond-bot_bot-gemini_user-gemini_rep-9.csv,0.3617,27.9600,20.6093,1116,3.0058
20250710,convergente,conciliador,ctrl,na,chatgpt,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-1.csv,0.7846,15.0071,15.0801,1061,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-10.csv,0.6237,25.6799,0.0000,1123,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-2.csv,0.9889,23.3962,0.8628,1159,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-3.csv,0.7757,29.3758,2.5554,1174,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-4.csv,0.6444,25.8051,0.8764,1141,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-5.csv,0.6667,27.4747,0.8703,1149,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-6.csv,0.7273,21.8286,1.8399,1087,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-7.csv,0.6333,27.0591,0.8985,1113,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-8.csv,0.6322,23.6726,2.6978,1112,0.0000
20250710,convergente,conciliador,ctrl,na,chatgpt,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-chatgpt_rep-9.csv,0.8523,24.2569,7.0671,1132,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-1.csv,0.3043,13.6244,4.4944,890,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-10.csv,0.9600,14.0708,1.1723,853,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-2.csv,0.9444,13.0759,1.1312,884,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-3.csv,0.4694,14.4791,2.2075,906,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-4.csv,0.4800,12.0626,9.6360,934,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-5.csv,0.7755,15.5936,4.5662,876,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-6.csv,0.4681,17.2243,0.9891,1011,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-7.csv,0.9492,18.8328,1.1025,907,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-8.csv,0.1250,12.6486,3.1579,950,0.0000
20250710,convergente,conciliador,ctrl,na,deepseek,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-deepseek_rep-9.csv,0.9608,10.0960,1.0941,914,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,1,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-1.csv,0.4667,23.5427,0.0000,624,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,10,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-10.csv,0.4603,24.1604,1.6287,614,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,2,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-2.csv,0.5152,29.4064,0.0000,653,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,3,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-3.csv,0.4828,19.3959,4.6729,642,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,4,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-4.csv,0.3276,20.7967,0.0000,618,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,5,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-5.csv,0.5556,28.1422,1.6103,621,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,6,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-6.csv,0.5139,19.6233,0.0000,632,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,7,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-7.csv,0.3836,32.7364,0.0000,686,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,8,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-8.csv,0.3019,23.7146,1.6234,616,0.0000
20250710,convergente,conciliador,ctrl,na,gemini,9,conversation_20250710_convergente_pers-conciliador_cond-ctrl_bot-na_user-gemini_rep-9.csv,0.4314,19.8107,1.7241,580,0.0000
20250710,divergente,esceptico,bot,chatgpt,chatgpt,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-1.csv,0.4167,47.8318,73.5294,816,1.8091
20250710,divergente,esceptico,bot,chatgpt,chatgpt,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-10.csv,0.3818,50.4721,72.7513,756,1.6602
20250710,divergente,esceptico,bot,chatgpt,chatgpt,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-2.csv,0.4259,45.3522,69.5187,748,2.1746
20250710,divergente,esceptico,bot,chatgpt,chatgpt,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-3.csv,0.4630,45.8221,73.5695,734,0.0000
20250710,divergente,esceptico,bot,chatgpt,chatgpt,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-4.csv,0.4444,46.7037,73.0412,753,1.8676
20250710,divergente,esceptico,bot,chatgpt,chatgpt,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-5.csv,0.5254,46.5227,73.4394,817,2.0294
20250710,divergente,esceptico,bot,chatgpt,chatgpt,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-6.csv,0.4561,47.7849,70.9838,803,2.1276
20250710,divergente,esceptico,bot,chatgpt,chatgpt,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-7.csv,0.4127,46.0011,71.5884,894,2.1303
20250710,divergente,esceptico,bot,chatgpt,chatgpt,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-8.csv,0.5333,45.9592,68.6845,859,2.5233
20250710,divergente,esceptico,bot,chatgpt,chatgpt,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-chatgpt_user-chatgpt_rep-9.csv,0.3750,46.3478,77.7626,733,1.7391
20250710,divergente,esceptico,bot,deepseek,deepseek,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-1.csv,0.3492,28.9440,49.3827,1296,12.2829
20250710,divergente,esceptico,bot,deepseek,deepseek,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-10.csv,0.4658,23.5795,44.6756,1634,11.9949
20250710,divergente,esceptico,bot,deepseek,deepseek,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-2.csv,0.4921,28.2321,50.6879,1381,11.5106
20250710,divergente,esceptico,bot,deepseek,deepseek,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-3.csv,0.5161,29.8725,50.0808,1238,12.5279
20250710,divergente,esceptico,bot,deepseek,deepseek,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-4.csv,0.5238,27.6321,48.0841,1331,12.9908
20250710,divergente,esceptico,bot,deepseek,deepseek,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-5.csv,0.3971,24.4448,45.9082,1502,13.8319
20250710,divergente,esceptico,bot,deepseek,deepseek,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-6.csv,0.4478,26.0956,47.9124,1461,13.2052
20250710,divergente,esceptico,bot,deepseek,deepseek,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-7.csv,0.5652,29.4230,43.2060,1597,13.2667
20250710,divergente,esceptico,bot,deepseek,deepseek,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-8.csv,0.4638,30.4288,46.0000,1500,11.9191
20250710,divergente,esceptico,bot,deepseek,deepseek,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-deepseek_user-deepseek_rep-9.csv,0.3433,22.0357,45.0980,1530,11.7126
20250710,divergente,esceptico,bot,gemini,gemini,1,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-1.csv,0.3182,39.0836,72.9927,1096,2.9927
20250710,divergente,esceptico,bot,gemini,gemini,10,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-10.csv,0.2824,35.9062,69.9364,1100,3.0242
20250710,divergente,esceptico,bot,gemini,gemini,2,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-2.csv,0.4375,39.9995,70.9812,957,2.9765
20250710,divergente,esceptico,bot,gemini,gemini,3,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-3.csv,0.3086,39.1950,71.4286,1036,2.9921
20250710,divergente,esceptico,bot,gemini,gemini,4,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-4.csv,0.3333,38.7316,70.6861,961,2.9520
20250710,divergente,esceptico,bot,gemini,gemini,5,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-5.csv,0.2687,44.7157,72.6846,853,3.0049
20250710,divergente,esceptico,bot,gemini,gemini,6,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-6.csv,0.3372,38.8730,69.0909,1100,3.0222
20250710,divergente,esceptico,bot,gemini,gemini,7,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-7.csv,0.3514,39.7404,72.8205,975,3.0338
20250710,divergente,esceptico,bot,gemini,gemini,8,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-8.csv,0.3857,39.9282,75.3828,849,3.1354
20250710,divergente,esceptico,bot,gemini,gemini,9,conversation_20250710_divergente_pers-esceptico_cond-bot_bot-gemini_user-gemini_rep-9.csv,0.2625,44.1537,75.3769,995,2.9843
20250710,divergente,esceptico,ctrl,na,chatgpt,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-1.csv,0.4545,47.2110,75.1366,732,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-10.csv,0.3596,53.0316,90.5392,983,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-2.csv,0.4717,45.2509,72.7023,729,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-3.csv,0.6154,47.0703,71.3306,729,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,4,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-4.csv,0.4808,44.3803,73.1707,697,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,5,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-5.csv,0.5800,44.1961,69.3069,707,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,6,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-6.csv,0.5192,45.8185,77.1513,674,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,7,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-7.csv,0.4423,46.2246,69.5187,748,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,8,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-8.csv,0.5294,47.8347,75.0708,706,0.0000
20250710,divergente,esceptico,ctrl,na,chatgpt,9,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-chatgpt_rep-9.csv,0.4615,45.6505,74.6479,710,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-1.csv,0.5111,45.7576,68.5976,656,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-10.csv,0.5111,46.4933,69.9844,643,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-2.csv,0.6667,46.3246,68.5976,656,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-3.csv,0.4889,50.1316,74.0132,608,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,4,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-4.csv,0.5778,50.3369,72.5806,620,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,5,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-5.csv,0.5333,44.6141,70.5521,652,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,6,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-6.csv,0.5778,49.3176,69.8758,644,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,7,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-7.csv,0.6667,48.9659,69.6594,646,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,8,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-8.csv,0.3333,47.0364,64.8415,694,0.0000
20250710,divergente,esceptico,ctrl,na,deepseek,9,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-deepseek_rep-9.csv,0.6889,48.9468,69.0184,652,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,1,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-1.csv,0.4444,55.6358,87.0406,517,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,10,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-10.csv,0.3333,57.6458,99.1379,464,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,2,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-2.csv,0.5111,59.0497,89.6414,502,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,3,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-3.csv,0.2667,60.8296,96.7742,465,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,4,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-4.csv,0.4889,58.0379,94.9367,474,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,5,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-5.csv,0.4222,55.5347,101.3514,444,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,6,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-6.csv,0.4444,59.1710,90.1804,499,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,7,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-7.csv,0.4222,54.6110,94.5378,476,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,8,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-8.csv,0.5333,52.9937,86.2069,522,0.0000
20250710,divergente,esceptico,ctrl,na,gemini,9,conversation_20250710_divergente_pers-esceptico_cond-ctrl_bot-na_user-gemini_rep-9.csv,0.6667,58.1966,87.3016,504,0.0000
